City,Country,Latitude,Longitude,Time,Day/Night,Temperature,Feels Like,Humidity,Pressure,Condition,Cloud Cover,Visibility_km,Wind Speed Km/H,Wind Degree,Wind Direction,Precipitation_mm,Will_it_rain,UV Index
Tirur,India,10.9,75.9167,2026-05-26 01:13,Night,26.9,30.9,87,1010.0,Patchy rain nearby,86,10.0,6.1,295,WNW,0.14,1,0.0
Tirur,India,10.9,75.9167,2026-05-26 02:41,Night,26.9,30.9,86,1010.0,Patchy rain nearby,88,10.0,6.1,276,W,0.1,1,0.0
Tirur,India,10.9,75.9167,2026-05-26 04:36,Night,26.7,30.5,87,1010.0,Patchy rain nearby,83,10.0,3.6,263,W,0.14,1,0.0
Tirur,India,10.9,75.9167,2026-05-26 09:19,Day,29.8,35.2,73,1012.0,Patchy rain nearby,83,9.0,5.0,285,WNW,0.18,1,4.8
Tirur,India,10.9,75.9167,2026-05-26 13:22,Day,30.9,35.8,64,1010.0,Sunny,20,10.0,11.2,259,W,0.0,0,9.7
Tirur,India,10.9,75.9167,2026-05-26 21:08,Night,27.6,32.1,84,1012.0,Patchy rain nearby,71,9.0,5.4,227,SW,1.85,1,0.0
Tirur,India,10.9,75.9167,2026-05-26 23:58,Night,27.2,31.2,85,1013.0,Patchy rain nearby,87,10.0,3.6,223,SW,0.01,1,0.0
Tirur,India,10.9,75.9167,2026-05-27 02:25,Night,26.9,30.9,86,1011.0,Patchy rain nearby,71,10.0,5.8,249,WSW,0.13,1,0.0
Tirur,India,10.9,75.9167,2026-05-27 03:51,Night,26.8,30.6,86,1011.0,Patchy light drizzle,75,5.0,4.7,239,WSW,0.31,1,0.0
Tirur,India,10.9,75.9167,2026-05-27 05:37,Night,26.8,30.5,86,1011.0,Patchy rain nearby,57,10.0,3.6,235,SW,0.14,1,0.0
Tirur,India,10.9,75.9167,2026-05-27 10:47,Day,30.3,35.5,69,1012.0,Patchy rain nearby,53,10.0,7.6,222,SW,0.03,1,6.5
Tirur,India,10.9,75.9167,2026-05-27 15:26,Day,30.5,35.4,67,1010.0,Patchy rain nearby,72,10.0,11.9,251,WSW,0.01,1,2.6
Tirur,India,10.9,75.9167,2026-05-27 18:25,Day,28.5,33.0,77,1011.0,Partly Cloudy,29,10.0,8.3,242,WSW,0.0,0,0.0
Tirur,India,10.9,75.9167,2026-05-27 22:09,Night,26.9,31.0,87,1012.0,Patchy rain nearby,70,10.0,6.5,180,S,0.08,1,0.0
Tirur,India,10.9,75.9167,2026-05-28 00:57,Night,26.5,30.2,88,1011.0,Patchy rain nearby,74,10.0,6.8,155,SSE,0.02,1,0.0
Tirur,India,10.9,75.9167,2026-05-28 03:29,Night,26.1,29.8,90,1011.0,Patchy rain nearby,76,10.0,6.5,132,SE,0.02,1,0.0
Tirur,India,10.9,75.9167,2026-05-28 04:53,Night,26.0,29.5,90,1011.0,Patchy rain nearby,50,10.0,6.1,123,SE,0.02,1,0.0
Tirur,India,10.9,75.9167,2026-05-28 09:22,Day,29.1,34.4,78,1013.0,Patchy rain nearby,63,10.0,9.7,150,SSE,0.04,1,4.5
Tirur,India,10.9,75.9167,2026-05-28 13:32,Day,30.1,35.6,72,1011.0,Patchy rain nearby,84,9.0,13.7,206,SSW,0.2,1,8.1
Tirur,India,10.9,75.9167,2026-05-28 17:59,Day,28.6,33.5,79,1009.0,Patchy light drizzle,59,5.0,15.5,224,SW,0.37,1,0.4
Tirur,India,10.9,75.9167,2026-05-28 22:25,Night,27.0,31.1,87,1012.0,Patchy rain nearby,72,10.0,7.9,202,SSW,0.12,1,0.0
Tirur,India,10.9,75.9167,2026-05-29 01:07,Night,26.7,30.6,87,1011.0,Patchy light drizzle,74,5.0,6.5,198,SSW,0.38,1,0.0
Tirur,India,10.9,75.9167,2026-05-29 03:26,Night,26.4,30.0,88,1011.0,Patchy light drizzle,86,5.0,4.7,171,S,0.25,1,0.0
Tirur,India,10.9,75.9167,2026-05-29 04:52,Night,26.2,29.8,88,1011.0,Patchy rain nearby,78,10.0,5.0,158,SSE,0.08,1,0.0
Tirur,India,10.9,75.9167,2026-05-29 09:23,Day,28.8,34.0,79,1013.0,Light rain shower,76,10.0,9.7,161,SSE,0.25,1,4.4
Tirur,India,10.9,75.9167,2026-05-29 13:29,Day,30.4,35.7,69,1011.0,Patchy rain nearby,80,10.0,11.9,204,SSW,0.09,1,8.8
Tirur,India,10.9,75.9167,2026-05-29 17:08,Day,28.7,33.1,76,1010.0,Patchy light drizzle,82,5.0,12.2,227,SW,0.2,1,0.5
Tirur,India,10.9,75.9167,2026-05-29 21:11,Night,26.6,30.2,87,1012.0,Patchy rain nearby,86,9.0,5.4,198,SSW,0.88,1,0.0
Tirur,India,10.9,75.9167,2026-05-30 00:05,Night,26.3,29.8,88,1010.0,Patchy light drizzle,51,5.0,3.6,190,S,0.21,1,0.0
Tirur,India,10.9,75.9167,2026-05-30 02:39,Night,25.9,29.5,91,1009.0,Patchy rain nearby,87,10.0,6.1,140,SE,0.06,1,0.0
Tirur,India,10.9,75.9167,2026-05-30 04:45,Night,25.8,29.1,90,1010.0,Patchy rain nearby,69,10.0,4.7,122,ESE,0.05,1,0.0
Tirur,India,10.9,75.9167,2026-05-30 09:08,Day,28.9,34.0,78,1012.0,Patchy rain nearby,60,10.0,7.2,150,SSE,0.02,1,4.1
Tirur,India,10.9,75.9167,2026-05-30 12:18,Day,30.2,35.5,70,1011.0,Patchy rain nearby,54,10.0,11.9,214,SW,0.02,1,9.6
Tirur,India,10.9,75.9167,2026-05-30 16:52,Day,29.7,34.7,72,1009.0,Patchy rain nearby,73,10.0,10.8,221,SW,0.03,1,1.8
Tirur,India,10.9,75.9167,2026-05-30 19:13,Night,27.6,32.1,84,1009.0,Patchy rain nearby,85,10.0,11.5,215,SW,0.03,1,0.0
Tirur,India,10.9,75.9167,2026-05-30 20:40,Night,26.7,30.6,87,1011.0,Moderate or heavy rain shower,82,7.0,3.6,191,SSW,3.26,1,0.0
Tirur,India,10.9,75.9167,2026-05-30 22:40,Night,26.3,29.9,88,1012.0,Light rain shower,70,10.0,5.4,195,SSW,0.9,1,0.0
Tirur,India,10.9,75.9167,2026-05-31 00:50,Night,26.3,29.8,87,1011.0,Patchy rain nearby,57,10.0,3.6,181,S,0.1,1,0.0
Tirur,India,10.9,75.9167,2026-05-31 04:29,Night,26.4,30.1,88,1010.0,Patchy rain nearby,60,10.0,3.6,297,WNW,0.04,1,0.0
Tirur,India,10.9,75.9167,2026-05-31 05:40,Night,26.3,29.9,89,1010.0,Patchy rain nearby,71,10.0,3.6,342,NNW,0.03,1,0.0
Tirur,India,10.9,75.9167,2026-05-31 10:50,Day,30.4,35.9,70,1012.0,Patchy rain nearby,65,10.0,7.2,281,WNW,0.06,1,7.1
Tirur,India,10.9,75.9167,2026-05-31 14:19,Day,30.5,36.1,70,1009.0,Patchy rain nearby,77,9.0,12.2,253,WSW,0.2,1,6.8
Tirur,India,10.9,75.9167,2026-05-31 16:29,Day,29.9,35.2,73,1009.0,Patchy rain nearby,77,9.0,11.2,249,WSW,1.21,1,1.9
Tirur,India,10.9,75.9167,2026-05-31 17:46,Day,29.0,34.0,76,1009.0,Patchy rain nearby,80,9.0,11.9,237,WSW,0.89,1,0.5
Tirur,India,10.9,75.9167,2026-05-31 20:18,Night,26.9,30.8,86,1011.0,Light rain shower,85,10.0,5.8,223,SW,2.41,1,0.0
Tirur,India,10.9,75.9167,2026-05-31 21:42,Night,26.7,30.5,86,1012.0,Moderate rain at times,73,8.0,4.3,200,SSW,3.25,1,0.0
Tirur,India,10.9,75.9167,2026-05-31 23:35,Night,26.9,30.6,84,1012.0,Patchy rain nearby,60,10.0,3.6,207,SSW,0.04,1,0.0
Tirur,India,10.9,75.9167,2026-06-01 01:43,Night,26.4,29.9,86,1011.0,Patchy rain nearby,84,10.0,3.6,134,SE,0.01,1,0.0
Tirur,India,10.9,75.9167,2026-06-01 03:32,Night,26.1,29.5,88,1010.0,Patchy light drizzle,52,5.0,4.0,122,ESE,0.65,1,0.0
Tirur,India,10.9,75.9167,2026-06-01 05:38,Night,25.6,28.8,90,1011.0,Light drizzle,91,2.0,3.6,60,ENE,0.64,1,0.0
Tirur,India,10.9,75.9167,2026-06-01 11:35,Day,28.1,32.2,78,1012.0,Patchy rain nearby,73,10.0,5.4,284,WNW,0.01,1,9.5
Tirur,India,10.9,75.9167,2026-06-01 18:09,Day,27.3,30.7,82,1011.0,Overcast,99,10.0,6.8,312,NW,0.0,0,0.0
Tirur,India,10.9,75.9167,2026-06-02 00:10,Night,26.5,27.1,87,1010.0,Patchy rain nearby,55,10.0,5.8,300,WNW,0.07,1,0.0
Tirur,India,10.9,75.9167,2026-06-02 03:41,Night,26.4,26.4,87,1010.0,Patchy light drizzle,50,5.0,7.9,279,W,0.59,1,0.0
Tirur,India,10.9,75.9167,2026-06-02 05:45,Night,25.9,23.9,89,1010.0,Patchy light rain,73,9.0,5.4,307,NW,1.12,1,0.0
Tirur,India,10.9,75.9167,2026-06-02 11:20,Day,29.6,34.4,71,1011.0,Light rain shower,72,10.0,12.6,273,W,0.48,1,8.9
Tirur,India,10.9,75.9167,2026-06-02 15:58,Day,27.9,31.8,80,1009.0,Light rain shower,85,10.0,18.0,300,WNW,0.24,1,4.0
Tirur,India,10.9,75.9167,2026-06-02 20:25,Night,26.1,24.5,84,1010.0,Cloudy,68,10.0,8.6,320,NW,0.0,0,0.0
Tirur,India,10.9,75.9167,2026-06-03 00:11,Night,25.5,22.6,89,1009.0,Light rain,100,9.0,3.6,204,SSW,1.26,1,0.0
Tirur,India,10.9,75.9167,2026-06-03 03:19,Night,25.3,21.5,89,1008.0,Light rain,100,9.0,4.3,164,SSE,0.93,1,0.0
Tirur,India,10.9,75.9167,2026-06-03 05:18,Night,25.3,21.0,90,1009.0,Light rain,100,9.0,5.4,165,SSE,0.78,1,0.0
Tirur,India,10.9,75.9167,2026-06-03 09:52,Day,27.4,30.5,78,1012.0,Patchy light rain,57,9.0,5.0,218,SW,1.08,1,2.4
Tirur,India,10.9,75.9167,2026-06-03 14:58,Day,29.4,33.2,68,1008.0,Patchy rain nearby,87,10.0,11.2,276,W,0.14,1,8.0
Tirur,India,10.9,75.9167,2026-06-03 20:13,Night,26.1,24.7,83,1010.0,Light rain shower,52,10.0,7.2,301,WNW,0.64,1,0.0
Tirur,India,10.9,75.9167,2026-06-04 00:15,Night,25.7,22.5,88,1009.0,Light rain shower,75,10.0,7.6,271,W,1.58,1,0.0
Tirur,India,10.9,75.9167,2026-06-04 03:20,Night,25.5,21.7,88,1008.0,Light rain shower,58,10.0,6.8,275,W,1.94,1,0.0
Tirur,India,10.9,75.9167,2026-06-04 05:16,Night,25.4,21.2,89,1009.0,Light rain shower,59,10.0,7.2,276,W,2.39,1,0.0
Tirur,India,10.9,75.9167,2026-06-04 09:46,Day,28.1,32.0,77,1011.0,Light rain shower,54,10.0,5.4,229,SW,1.32,1,5.0
Tirur,India,10.9,75.9167,2026-06-04 14:20,Day,28.8,33.1,74,1009.0,Light rain shower,58,10.0,11.5,269,W,1.01,1,7.0
Tirur,India,10.9,75.9167,2026-06-04 17:26,Day,27.4,31.2,83,1009.0,Patchy light rain,73,9.0,10.8,279,W,0.91,1,0.4
Tirur,India,10.9,75.9167,2026-06-04 20:59,Night,25.9,24.2,88,1010.0,Patchy rain nearby,89,9.0,3.6,298,WNW,0.53,1,0.0
Tirur,India,10.9,75.9167,2026-06-04 23:49,Night,25.8,23.8,89,1010.0,Patchy light rain,51,9.0,4.0,265,W,1.09,1,0.0
Tirur,India,10.9,75.9167,2026-06-05 02:28,Night,25.5,21.8,90,1009.0,Light rain shower,56,10.0,7.9,281,WNW,1.38,1,0.0
Tirur,India,10.9,75.9167,2026-06-05 03:56,Night,25.6,22.1,89,1008.0,Patchy light rain,58,9.0,9.7,276,W,2.01,1,0.0
Tirur,India,10.9,75.9167,2026-06-05 05:41,Night,25.6,22.0,90,1009.0,Patchy light rain,60,9.0,9.0,276,W,2.38,1,0.0
Tirur,India,10.9,75.9167,2026-06-05 10:50,Day,28.1,32.6,81,1011.0,Light rain shower,67,10.0,10.8,269,W,1.21,1,5.4
Tirur,India,10.9,75.9167,2026-06-05 15:25,Day,28.3,33.0,80,1009.0,Patchy light rain,68,9.0,12.2,282,WNW,1.21,1,2.4
Tirur,India,10.9,75.9167,2026-06-05 18:10,Day,26.3,25.8,88,1009.0,Light rain shower,65,10.0,10.1,294,WNW,1.71,1,0.0
Tirur,India,10.9,75.9167,2026-06-05 21:26,Night,25.8,23.7,89,1010.0,Light rain shower,86,10.0,4.7,313,NW,0.16,1,0.0
Tirur,India,10.9,75.9167,2026-06-05 23:29,Night,25.7,23.1,90,1010.0,Patchy rain nearby,68,10.0,4.0,296,WNW,0.13,1,0.0
Tirur,India,10.9,75.9167,2026-06-06 01:35,Night,25.3,21.4,91,1009.0,Patchy rain nearby,79,9.0,4.7,269,W,0.88,1,0.0
Tirur,India,10.9,75.9167,2026-06-06 03:46,Night,25.2,20.6,90,1009.0,Patchy light rain,60,9.0,5.4,240,WSW,2.48,1,0.0
Tirur,India,10.9,75.9167,2026-06-06 05:38,Night,25.3,20.8,90,1009.0,Moderate rain at times,79,8.0,7.9,239,WSW,2.95,1,0.0
Tirur,India,10.9,75.9167,2026-06-06 10:24,Day,27.7,31.9,83,1012.0,Moderate or heavy rain shower,62,7.0,11.9,238,WSW,2.86,1,5.5
Tirur,India,10.9,75.9167,2026-06-06 13:17,Day,27.1,30.4,85,1010.0,Moderate rain at times,55,8.0,13.7,248,WSW,3.77,1,2.6
Tirur,India,10.9,75.9167,2026-06-06 15:36,Day,25.5,21.6,88,1010.0,Patchy rain nearby,81,9.0,9.4,322,NW,0.54,1,1.2
Tirur,India,10.9,75.9167,2026-06-06 17:36,Day,25.1,20.2,90,1010.0,Patchy rain nearby,53,10.0,6.8,351,N,0.14,1,0.2
Tirur,India,10.9,75.9167,2026-06-06 20:12,Night,24.6,19.7,90,1012.0,Patchy rain nearby,79,9.0,5.0,10,N,0.23,1,0.0
Tirur,India,10.9,75.9167,2026-06-06 21:37,Night,25.1,20.8,88,1012.0,Light rain shower,66,10.0,3.6,291,WNW,0.75,1,0.0
Tirur,India,10.9,75.9167,2026-06-06 23:37,Night,25.1,20.2,88,1012.0,Light rain shower,100,10.0,6.5,253,WSW,1.08,1,0.0
Tirur,India,10.9,75.9167,2026-06-07 01:40,Night,25.3,20.9,88,1010.0,Light rain,96,9.0,7.6,240,WSW,1.12,1,0.0
Tirur,India,10.9,75.9167,2026-06-07 03:34,Night,25.1,19.6,91,1009.0,Light rain shower,100,10.0,10.1,233,SW,1.48,1,0.0
Tirur,India,10.9,75.9167,2026-06-07 05:36,Night,25.4,20.8,90,1010.0,Light rain shower,100,10.0,10.1,242,WSW,1.53,1,0.0
Tirur,India,10.9,75.9167,2026-06-07 10:53,Day,27.5,31.2,83,1012.0,Light rain shower,100,10.0,14.4,268,W,1.89,1,3.0
Tirur,India,10.9,75.9167,2026-06-07 14:46,Day,27.1,30.6,86,1010.0,Light rain shower,100,10.0,16.6,278,W,2.02,1,4.3
Tirur,India,10.9,75.9167,2026-06-07 17:19,Day,26.7,28.1,86,1011.0,Light rain,100,9.0,19.1,276,W,1.53,1,0.3
Tirur,India,10.9,75.9167,2026-06-07 19:28,Night,26.2,24.6,86,1011.0,Light rain,100,9.0,17.3,275,W,1.52,1,0.0
Tirur,India,10.9,75.9167,2026-06-07 21:08,Night,25.7,21.7,89,1013.0,Light rain,84,9.0,14.4,268,W,2.15,1,0.0
Tirur,India,10.9,75.9167,2026-06-07 22:50,Night,25.5,20.6,89,1013.0,Light rain shower,85,10.0,14.4,272,W,1.68,1,0.0
Tirur,India,10.9,75.9167,2026-06-08 00:56,Night,25.2,19.9,90,1011.0,Light rain,96,9.0,11.2,277,W,1.48,1,0.0
Tirur,India,10.9,75.9167,2026-06-08 02:45,Night,25.1,19.6,90,1010.0,Light rain shower,96,10.0,10.1,273,W,1.18,1,0.0
Tirur,India,10.9,75.9167,2026-06-08 04:38,Night,25.3,20.9,92,1010.0,Light rain shower,96,10.0,8.3,260,W,2.23,1,0.0
Tirur,India,10.9,75.9167,2026-06-08 09:45,Day,25.7,23.3,90,1013.0,Light rain shower,60,10.0,5.0,261,W,1.34,1,1.1
Tirur,India,10.9,75.9167,2026-06-08 14:54,Day,27.6,31.2,81,1011.0,Light rain shower,72,10.0,13.7,267,W,1.92,1,1.8
Tirur,India,10.9,75.9167,2026-06-08 19:41,Night,25.8,22.3,89,1012.0,Moderate or heavy rain shower,76,7.0,16.6,281,W,3.5,1,0.0
Tirur,India,10.9,75.9167,2026-06-08 23:25,Night,25.4,20.5,91,1013.0,Light rain,82,9.0,10.8,259,W,1.89,1,0.0
Tirur,India,10.9,75.9167,2026-06-09 01:55,Night,25.5,21.2,91,1011.0,Light rain,92,9.0,11.2,281,W,1.91,1,0.0
Tirur,India,10.9,75.9167,2026-06-09 04:10,Night,25.4,21.4,91,1010.0,Light rain shower,62,10.0,7.6,240,WSW,2.24,1,0.0
Tirur,India,10.9,75.9167,2026-06-09 05:39,Night,25.5,21.6,91,1011.0,Light rain shower,72,10.0,7.9,232,SW,1.87,1,0.0
Tirur,India,10.9,75.9167,2026-06-09 10:38,Day,27.2,30.9,86,1012.0,Light rain shower,84,10.0,10.8,274,W,1.61,1,6.6
Tirur,India,10.9,75.9167,2026-06-09 15:20,Day,28.3,32.1,75,1010.0,Light rain shower,67,10.0,13.0,278,W,0.23,1,4.9
Tirur,India,10.9,75.9167,2026-06-09 18:09,Day,25.9,23.7,87,1010.0,Light rain shower,100,10.0,9.7,295,WNW,0.58,1,0.0
Tirur,India,10.9,75.9167,2026-06-09 21:27,Night,25.5,21.1,91,1012.0,Patchy light rain,76,9.0,11.9,299,WNW,1.3,1,0.0
Tirur,India,10.9,75.9167,2026-06-09 23:44,Night,25.4,20.8,91,1012.0,Light rain,86,9.0,11.9,305,NW,1.33,1,0.0
Tirur,India,10.9,75.9167,2026-06-10 02:29,Night,25.0,19.6,92,1011.0,Light rain shower,79,10.0,7.9,293,WNW,2.09,1,0.0
Tirur,India,10.9,75.9167,2026-06-10 04:14,Night,25.0,19.8,92,1011.0,Patchy rain nearby,100,10.0,6.8,343,NNW,0.11,1,0.0
Tirur,India,10.9,75.9167,2026-06-10 05:46,Night,24.9,19.7,93,1011.0,Patchy rain nearby,55,10.0,5.8,357,N,0.09,1,0.0
Tirur,India,10.9,75.9167,2026-06-10 10:51,Day,26.0,24.6,87,1013.0,Patchy rain nearby,70,10.0,3.6,285,WNW,0.04,1,3.0
Tirur,India,10.9,75.9167,2026-06-10 15:36,Day,28.7,32.3,71,1010.0,Patchy rain nearby,53,10.0,15.1,296,WNW,0.03,1,4.4
Tirur,India,10.9,75.9167,2026-06-10 19:54,Night,26.4,26.5,86,1011.0,Patchy rain nearby,81,9.0,11.9,289,WNW,0.28,1,0.0
Tirur,India,10.9,75.9167,2026-06-10 23:31,Night,26.1,24.4,87,1011.0,Overcast,100,10.0,9.4,324,NW,0.0,0,0.0
Tirur,India,10.9,75.9167,2026-06-11 02:56,Night,25.8,23.4,88,1009.0,Patchy rain nearby,73,10.0,6.8,327,NNW,0.01,1,0.0
Tirur,India,10.9,75.9167,2026-06-11 04:57,Night,25.5,22.1,89,1009.0,Patchy light drizzle,82,5.0,5.8,329,NNW,0.23,1,0.0
Tirur,India,10.9,75.9167,2026-06-11 09:41,Day,28.6,32.8,75,1011.0,Patchy rain nearby,85,10.0,8.6,312,NW,0.1,1,4.3
Tirur,India,10.9,75.9167,2026-06-11 14:42,Day,30.0,34.1,66,1008.0,Partly Cloudy,34,10.0,12.2,271,W,0.0,0,6.2
Tirur,India,10.9,75.9167,2026-06-11 19:31,Night,26.9,29.1,82,1010.0,Clear,25,10.0,9.7,285,WNW,0.0,0,0.0
Tirur,India,10.9,75.9167,2026-06-11 23:46,Night,26.3,26.0,87,1011.0,Light rain shower,57,10.0,7.6,294,WNW,0.7,1,0.0
Tirur,India,10.9,75.9167,2026-06-12 02:53,Night,25.8,22.7,86,1010.0,Light rain shower,73,10.0,10.8,297,WNW,1.77,1,0.0
Tirur,India,10.9,75.9167,2026-06-12 04:55,Night,25.2,19.6,88,1010.0,Patchy rain nearby,70,9.0,13.0,308,NW,0.51,1,0.0
Tirur,India,10.9,75.9167,2026-06-12 09:43,Day,26.5,27.0,85,1012.0,Patchy light rain,51,9.0,5.8,288,WNW,1.18,1,4.5
Tirur,India,10.9,75.9167,2026-06-12 14:29,Day,28.5,32.1,73,1010.0,Patchy rain nearby,84,10.0,11.9,295,WNW,0.1,1,5.9
Tirur,India,10.9,75.9167,2026-06-12 17:56,Day,27.9,30.5,70,1010.0,Partly Cloudy,29,10.0,8.6,308,NW,0.0,0,0.6
Tirur,India,10.9,75.9167,2026-06-12 21:51,Night,25.8,23.6,84,1013.0,Patchy light drizzle,72,5.0,4.0,245,WSW,0.49,1,0.0
Tirur,India,10.9,75.9167,2026-06-13 00:36,Night,25.3,21.8,85,1011.0,Patchy rain nearby,85,10.0,3.6,294,WNW,0.08,1,0.0
Tirur,India,10.9,75.9167,2026-06-13 03:18,Night,25.0,19.9,89,1011.0,Light rain shower,52,10.0,5.4,308,NW,0.56,1,0.0
Tirur,India,10.9,75.9167,2026-06-13 04:50,Night,24.9,20.2,88,1011.0,Light rain shower,55,10.0,3.6,285,WNW,0.5,1,0.0
Tirur,India,10.9,75.9167,2026-06-13 09:30,Day,28.0,31.4,76,1013.0,Patchy rain nearby,84,9.0,6.5,296,WNW,0.32,1,4.4
Tirur,India,10.9,75.9167,2026-06-13 13:51,Day,28.5,32.2,74,1011.0,Patchy light rain,72,9.0,12.2,259,W,0.83,1,8.5
Tirur,India,10.9,75.9167,2026-06-13 16:45,Day,26.9,29.2,84,1010.0,Light rain shower,51,10.0,13.0,279,W,1.32,1,1.6
Tirur,India,10.9,75.9167,2026-06-13 19:33,Night,25.8,22.6,88,1012.0,Patchy light rain,64,9.0,11.5,298,WNW,1.45,1,0.0
Tirur,India,10.9,75.9167,2026-06-13 21:43,Night,25.8,23.3,87,1012.0,Patchy rain nearby,77,9.0,8.3,295,WNW,0.69,1,0.0
Tirur,India,10.9,75.9167,2026-06-13 23:39,Night,25.6,22.4,89,1012.0,Patchy rain nearby,82,9.0,5.0,286,WNW,0.71,1,0.0
Tirur,India,10.9,75.9167,2026-06-14 01:47,Night,25.4,21.3,88,1011.0,Patchy light drizzle,84,5.0,7.6,272,W,0.55,1,0.0
Tirur,India,10.9,75.9167,2026-06-14 03:35,Night,25.6,22.3,87,1010.0,Patchy light rain,88,9.0,6.5,309,NW,0.94,1,0.0
Tirur,India,10.9,75.9167,2026-06-14 05:38,Night,25.3,21.3,88,1011.0,Patchy rain nearby,83,9.0,5.4,321,NW,1.29,1,0.0
Tirur,India,10.9,75.9167,2026-06-14 11:20,Day,29.0,33.1,72,1012.0,Patchy light rain,66,9.0,15.5,295,WNW,1.47,1,8.8
Tirur,India,10.9,75.9167,2026-06-14 15:08,Day,28.2,31.7,74,1010.0,Patchy rain nearby,85,9.0,15.1,297,WNW,0.3,1,3.8
Tirur,India,10.9,75.9167,2026-06-14 17:28,Day,27.6,30.9,78,1010.0,Light rain shower,63,10.0,14.0,302,WNW,0.22,1,0.2
Tirur,India,10.9,75.9167,2026-06-14 19:51,Night,26.3,25.4,84,1011.0,Patchy rain nearby,81,10.0,10.8,308,NW,0.05,1,0.0
Tirur,India,10.9,75.9167,2026-06-14 21:54,Night,26.4,26.2,87,1012.0,Patchy rain nearby,71,9.0,10.4,311,NW,0.37,1,0.0
Tirur,India,10.9,75.9167,2026-06-14 23:44,Night,26.2,25.3,87,1011.0,Patchy rain nearby,83,10.0,10.8,313,NW,0.03,1,0.0
Tirur,India,10.9,75.9167,2026-06-15 01:48,Night,26.0,24.0,88,1010.0,Partly Cloudy,35,10.0,10.1,310,NW,0.0,0,0.0
Tirur,India,10.9,75.9167,2026-06-15 03:43,Night,26.1,24.5,89,1009.0,Patchy rain nearby,77,10.0,10.1,310,NW,0.09,1,0.0
Tirur,India,10.9,75.9167,2026-06-15 05:44,Night,25.8,22.8,90,1009.0,Patchy rain nearby,72,10.0,9.4,319,NW,0.11,1,0.0
Tirur,India,10.9,75.9167,2026-06-15 11:57,Day,30.1,35.3,70,1011.0,Patchy rain nearby,70,10.0,17.3,303,WNW,0.04,1,9.8
Tirur,India,10.9,75.9167,2026-06-15 18:47,Day,27.9,32.3,82,1009.0,Partly Cloudy,25,10.0,18.4,302,WNW,0.0,0,0.0
Tirur,India,10.9,75.9167,2026-06-16 00:10,Night,26.9,30.3,88,1009.0,Patchy rain nearby,80,9.0,13.0,303,WNW,0.17,1,0.0
Tirur,India,10.9,75.9167,2026-06-16 03:15,Night,26.6,27.6,88,1009.0,Patchy rain nearby,76,10.0,13.0,309,NW,0.01,1,0.0
Tirur,India,10.9,75.9167,2026-06-16 05:18,Night,26.4,26.0,89,1009.0,Patchy rain nearby,56,10.0,12.2,311,NW,0.06,1,0.0
Tirur,India,10.9,75.9167,2026-06-16 09:56,Day,28.9,33.8,77,1012.0,Patchy rain nearby,64,10.0,15.5,313,NW,0.11,1,4.8
Tirur,India,10.9,75.9167,2026-06-16 15:40,Day,29.9,34.9,71,1008.0,Patchy rain nearby,81,10.0,19.4,291,WNW,0.01,1,4.3
Tirur,India,10.9,75.9167,2026-06-16 21:26,Night,27.4,31.8,88,1011.0,Light rain shower,51,10.0,13.0,295,WNW,0.2,1,0.0
Tirur,India,10.9,75.9167,2026-06-17 01:11,Night,27.0,30.4,88,1009.0,Patchy light drizzle,69,5.0,14.8,293,WNW,0.56,1,0.0
Tirur,India,10.9,75.9167,2026-06-17 03:43,Night,26.7,28.6,87,1009.0,Patchy light rain,59,9.0,14.4,291,WNW,1.05,1,0.0
Tirur,India,10.9,75.9167,2026-06-17 05:49,Night,26.6,27.1,87,1010.0,Patchy light drizzle,69,5.0,15.1,294,WNW,0.61,1,0.0
Tirur,India,10.9,75.9167,2026-06-17 11:45,Day,29.5,33.7,69,1011.0,Patchy rain nearby,79,10.0,17.3,292,WNW,0.09,1,9.1
Tirur,India,10.9,75.9167,2026-06-17 17:20,Day,27.1,30.0,81,1010.0,Light rain shower,56,10.0,16.2,294,WNW,0.38,1,0.4
Tirur,India,10.9,75.9167,2026-06-17 21:08,Night,26.6,27.5,85,1011.0,Patchy rain nearby,82,10.0,7.9,313,NW,0.15,1,0.0
Tirur,India,10.9,75.9167,2026-06-17 23:51,Night,26.4,26.6,86,1011.0,Patchy rain nearby,74,10.0,7.2,317,NW,0.03,1,0.0
Tirur,India,10.9,75.9167,2026-06-18 02:39,Night,26.2,25.1,89,1009.0,Thundery outbreaks in nearby,86,9.0,10.4,308,NW,0.03,1,0.0
Tirur,India,10.9,75.9167,2026-06-18 04:57,Night,26.3,25.7,88,1009.0,Light rain shower,53,10.0,11.2,295,WNW,0.9,1,0.0
Tirur,India,10.9,75.9167,2026-06-18 09:42,Day,25.8,22.7,89,1012.0,Moderate or heavy rain shower,62,7.0,9.7,300,WNW,3.43,1,4.3
Tirur,India,10.9,75.9167,2026-06-18 14:45,Day,28.7,32.5,72,1009.0,Light rain shower,81,10.0,16.2,298,WNW,1.69,1,1.5
Tirur,India,10.9,75.9167,2026-06-18 18:25,Day,26.8,28.5,84,1010.0,Thundery outbreaks in nearby,72,9.0,9.7,297,WNW,0.13,1,0.0
Tirur,India,10.9,75.9167,2026-06-18 22:06,Night,24.5,18.3,90,1012.0,Partly Cloudy,47,10.0,11.5,342,NNW,0.0,0,0.0
